,Municipality,Municipality Latitude,Municipality Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
43,Alblasserdam,51.8599524,4.666202275442481,Royal Cinema,51.883130846719155,4.552530617621393,Movie Theater
44,Alblasserdam,51.8599524,4.666202275442481,Bioscoop Landvast,51.86663645841165,4.657306545938892,Movie Theater
45,Albrandswaard,51.8524269,4.43528536264633,Rotterdamse Schouwburg,51.9205330131339,4.474169612057505,Theater
46,Albrandswaard,51.8524269,4.43528536264633,Pathé Schouwburgplein,51.921293257721835,4.473369061402438,Multiplex
47,Albrandswaard,51.8524269,4.43528536264633,KINO,51.91717560621591,4.469214206279973,Movie Theater
48,Albrandswaard,51.8524269,4.43528536264633,Cinerama Filmtheater,51.91681603942905,4.478915062050002,Multiplex
49,Albrandswaard,51.8524269,4.43528536264633,Pathé,51.89676217600897,4.522758258388368,Multiplex
50,Albrandswaard,51.8524269,4.43528536264633,LantarenVenster,51.90489883396685,4.487035211366009,Movie Theater
51,Albrandswaard,51.8524269,4.43528536264633,Pathe de Kuip,51.89675408764579,4.52281893113154,Movie Theater
52,Albrandswaard,51.8524269,4.43528536264633,Oude Luxor Theater,51.923231265710996,4.477055605176264,Theater
53,Albrandswaard,51.8524269,4.43528536264633,Euroscoop,51.923824939186375,4.40628537185914,Multiplex
54,Albrandswaard,51.8524269,4.43528536264633,Vue,51.90992137055559,4.339886282695062,Multiplex
55,Albrandswaard,51.8524269,4.43528536264633,Arcaplex,51.85332121512344,4.32103125881214,Multiplex
56,Albrandswaard,51.8524269,4.43528536264633,Zaal 4,51.92125987882607,4.472767646865093,Multiplex
57,Albrandswaard,51.8524269,4.43528536264633,Zaal 5,51.92116153742433,4.473131571995758,Multiplex
58,Albrandswaard,51.8524269,4.43528536264633,WORM,51.91564622542384,4.476397066924331,Music Venue
59,Albrandswaard,51.8524269,4.43528536264633,Zaal 14,51.89676455615897,4.522882049082551,Multiplex
60,Albrandswaard,51.8524269,4.43528536264633,Cinema South Side,51.8497358598201,4.5030845657999015,Movie Theater
61,Albrandswaard,51.8524269,4.43528536264633,Zaal 6,51.89677291666272,4.5227042761192475,Multiplex
62,Albrandswaard,51.8524269,4.43528536264633,Zaal 3,51.89679423032076,4.522553871251628,Multiplex
63,Albrandswaard,51.8524269,4.43528536264633,Zaal 7,51.92113283787872,4.473387644230017,Multiplex
64,Albrandswaard,51.8524269,4.43528536264633,Zaal 7,51.89677079113102,4.522806590971751,Multiplex
65,Albrandswaard,51.8524269,4.43528536264633,Zaal 9,51.89679265763129,4.522642512342484,Multiplex
66,Albrandswaard,51.8524269,4.43528536264633,Zaal 12,51.896772405706606,4.522729325939234,Multiplex
67,Albrandswaard,51.8524269,4.43528536264633,Zaal 6,51.92138677200422,4.473306673485816,Multiplex
68,Albrandswaard,51.8524269,4.43528536264633,Zaal 2,51.89683330745753,4.522384787036689,Movie Theater
69,Albrandswaard,51.8524269,4.43528536264633,Zaal 10,51.89678298715825,4.522752964147445,Multiplex
70,Albrandswaard,51.8524269,4.43528536264633,Kriterion,51.92769483707647,4.4785344200649595,Movie Theater
71,Albrandswaard,51.8524269,4.43528536264633,Zaal 11,51.896808551043904,4.522688838512548,Multiplex
72,Albrandswaard,51.8524269,4.43528536264633,Zaal 8,51.896756415698015,4.522763319109802,Multiplex
73,Albrandswaard,51.8524269,4.43528536264633,Zaal 2,51.921243355896635,4.473342350064856,Multiplex
74,Albrandswaard,51.8524269,4.43528536264633,cinemarama,51.916541227427494,4.4803770997132,Indie Movie Theater
75,Albrandswaard,51.8524269,4.43528536264633,Zaal 5 Cinerama,51.916958,4.478932,Multiplex
76,Albrandswaard,51.8524269,4.43528536264633,Flikken Rotterdam,51.919811,4.48199,Movie Theater
77,Albrandswaard,51.8524269,4.43528536264633,Zaal 4,51.89675310473802,4.52283163637204,Multiplex
78,Albrandswaard,51.8524269,4.43528536264633,Jameson Film Experience,51.903409886535115,4.459114269123611,Movie Theater
79,Albrandswaard,51.8524269,4.43528536264633,LV zaal 3,51.90494,4.4870787,Movie Theater
80,Albrandswaard,51.8524269,4.43528536264633,Wenneker Cinema,51.91943055450105,4.398069264174698,Movie Theater
81,Albrandswaard,51.8524269,4.43528536264633,Noorder Bioscoop,51.932501792907715,4.470807909965515,Indie Movie Theater
82,Albrandswaard,51.8524269,4.43528536264633,Filmhuis Schiedam,51.917118,4.398514,Movie Theater
83,Albrandswaard,51.8524269,4.43528536264633,Vue Zaal 6,51.910091,4.339868,Multiplex
84,Albrandswaard,51.8524269,4.43528536264633,Route Du Nord,51.928417789735214,4.478386942133241,Indie Movie Theater
85,Albrandswaard,51.8524269,4.43528536264633,Filmhuis Paolo,51.924744189510776,4.4636314447430046,Movie Theater
86,Albrandswaard,51.8524269,4.43528536264633,Arnoud's Movie Theatre,51.937406443914,4.481360198640004,Movie Theater
87,Albrandswaard,51.8524269,4.43528536264633,Amethyst,51.851603,4.48334,Movie Theater
88,Albrandswaard,51.8524269,4.43528536264633,cinerama zaal 2,51.91676690507024,4.479069204013199,Movie Theater
89,Albrandswaard,51.8524269,4.43528536264633,filmtheater het zeepaard,51.909885267836685,4.3396393338656996,Indie Movie Theater
90,Albrandswaard,51.8524269,4.43528536264633,TCM Pop-update Cinema,51.907711029052734,4.471704959869385,Movie Theater
91,Albrandswaard,51.8524269,4.43528536264633,ROFAE,51.92689061164856,4.474664926528931,Indie Movie Theater
92,Albrandswaard,51.8524269,4.43528536264633,Westerbioscoop,51.88813861330524,4.548366665840149,Movie Theater
93,Albrandswaard,51.8524269,4.43528536264633,Lively Entertainment,51.8060476,4.556975,Movie Theater
94,Albrandswaard,51.8524269,4.43528536264633,Zaal 3,51.921445030173466,4.473423766866224,Multiplex
95,Alkmaar,52.63373645,4.7402031936764,Vue Alkmaar,52.637930021160905,4.74737051535172,Movie Theater
96,Alkmaar,52.63373645,4.7402031936764,Filmhuis Alkmaar,52.63750137566107,4.747729571972657,Indie Movie Theater
97,Alkmaar,52.63373645,4.7402031936764,Vue Heerhugowaard,52.6621431986051,4.827540230983035,Movie Theater
98,Alkmaar,52.63373645,4.7402031936764,Filmtheater Cinebergen,52.664745326548584,4.688493489493809,Movie Theater
99,Alkmaar,52.63373645,4.7402031936764,JT Bioscoop Heerhugowaard,52.66899616279504,4.820421888489965,Movie Theater
100,Alkmaar,52.63373645,4.7402031936764,Zwarte schuur/Cinebergen,52.66488292914363,4.688653782507154,Movie Theater
101,Alkmaar,52.63373645,4.7402031936764,Camera Meisje,52.59285354614258,4.716512203216553,Movie Theater
102,Alkmaar,52.63373645,4.7402031936764,JT Heerhugowaard,52.662088936744134,4.827701694350319,Multiplex
103,Alkmaar,52.63373645,4.7402031936764,Drive In JT Bioscoop Heerhugowaard,52.663844,4.829918,Movie Theater
104,Alkmaar,52.63373645,4.7402031936764,bios heerhugowaard,52.662051346115476,4.828306487063465,Movie Theater
105,Alkmaar,52.63373645,4.7402031936764,Bioscoop Metro Heerhugowaard,52.6644999892491,4.790521111089911,Movie Theater
106,Alkmaar,52.63373645,4.7402031936764,JM Movie Theater,52.628845,4.7580867,Movie Theater
107,Alkmaar,52.63373645,4.7402031936764,Studio Art Profound,52.6649916,4.688169,Coworking Space
108,Alkmaar,52.63373645,4.7402031936764,linda's zomerweek,52.657492,4.820593,Multiplex
109,Almelo,52.3567956,6.6672527763410905,Movie Unlimited,52.354394078903375,6.666853155680695,Multiplex
110,Almelo,52.3567956,6.6672527763410905,Zaal 4,52.35425,6.666929,Movie Theater
111,Almelo,52.3567956,6.6672527763410905,Filmhuis Almelo,52.35383261413414,6.671166014443945,Movie Theater
112,Almelo,52.3567956,6.6672527763410905,Zaal 2,52.354374,6.666987,Movie Theater
113,Almelo,52.3567956,6.6672527763410905,Theater 12,52.33403615085294,6.663403557905953,Movie Theater
114,Almelo,52.3567956,6.6672527763410905,preston palace bios,52.3516332182454,6.679865936898419,Movie Theater
115,Almelo,52.3567956,6.6672527763410905,Pathé à la Bosch,52.40470984048925,6.619327068328857,Movie Theater
116,Almelo,52.3567956,6.6672527763410905,Bioscoop Sumpel,52.34153366088867,6.641288757324219,Multiplex
117,Almelo,52.3567956,6.6672527763410905,Bioscoop -PP,52.351553746557435,6.678688450085572,Movie Theater
118,Almelo,52.3567956,6.6672527763410905,Moviemax,52.35058988331713,6.649835716200601,Multiplex
119,Almere,52.44175125,5.209294310432759,Kinepolis,52.36878790893658,5.218780948516228,Multiplex
120,Almere,52.44175125,5.209294310432759,het nieuwe Filmhuis,52.371272,5.220636,Indie Movie Theater
121,Almere,52.44175125,5.209294310432759,Arie en Bastiaan,52.368359,5.264619,Movie Theater
122,Almere,52.44175125,5.209294310432759,Zaal 8,52.369712829589844,5.217185974121094,Indie Movie Theater
123,Almere,52.44175125,5.209294310432759,Zaal 7,52.368806,5.264101,Movie Theater
124,Almere,52.44175125,5.209294310432759,"2,5 Men Kijkende",52.362863,5.204399,Movie Theater
125,Almere,52.44175125,5.209294310432759,Cinema De Spiegel,52.3870555918792,5.1813707275319425,Movie Theater
126,Almere,52.44175125,5.209294310432759,Imax Theater De Spiegel,52.38922800974308,5.176229962676658,Movie Theater
127,Almere,52.44175125,5.209294310432759,Cinefiel-city,52.39833895305922,5.307630137068427,Movie Theater
128,Alphen aan den Rijn,52.1343369,4.6561357,Vue Alphen aan den Rijn,52.128806504367766,4.663539485666986,Multiplex
129,Alphen aan den Rijn,52.1343369,4.6561357,Castellum,52.12931721621915,4.662099279460779,Theater
130,Alphen aan den Rijn,52.1343369,4.6561357,Peanuts HD Cinema,52.11766394428811,4.658859291559234,Indie Movie Theater
131,Alphen aan den Rijn,52.1343369,4.6561357,Music Line Leiden,52.16967,4.53208,Movie Theater
132,Alphen aan den Rijn,52.1343369,4.6561357,Parkfilmhuis,52.1237633176546,4.66717779636383,Indie Movie Theater
133,Alphen aan den Rijn,52.1343369,4.6561357,Herrie Hok,52.129162306791436,4.6622034100460015,Multiplex
134,Alphen aan den Rijn,52.1343369,4.6561357,Leo's Theatre,52.122815,4.670904,Indie Movie Theater
135,Alphen aan den Rijn,52.1343369,4.6561357,Couchsurfing,52.20704624568747,4.618338279556951,Movie Theater
136,Alphen aan den Rijn,52.1343369,4.6561357,Drive in Show Discotheek Starflyer,52.1321842,4.6034708,Movie Theater
137,Alphen aan den Rijn,52.1343369,4.6561357,Thuisbioscoop,52.19394703188894,4.581727989650623,Movie Theater
138,Alphen aan den Rijn,52.1343369,4.6561357,Parkexpressie,52.12388084235405,4.6672348425224754,Art Gallery
139,Alphen aan den Rijn,52.1343369,4.6561357,Movie Time,52.12175656856403,4.644752017156106,Movie Theater
140,Alphen-Chaam,51.50689565,4.87135986651391,Kinepolis Breda,51.58020277276148,4.835127018862287,Multiplex
141,Alphen-Chaam,51.50689565,4.87135986651391,Zaal 1,51.580185,4.8347616,Multiplex
142,Alphen-Chaam,51.50689565,4.87135986651391,Zaal 5,51.580128,4.8339677,Movie Theater
143,Alphen-Chaam,51.50689565,4.87135986651391,Zaal 2 @Kinepolis Breda,51.579903,4.835102,Multiplex
144,Alphen-Chaam,51.50689565,4.87135986651391,zaal 8,51.579987,4.83475,Movie Theater
145,Alphen-Chaam,51.50689565,4.87135986651391,Zaal 5,51.57996849865731,4.834772944450378,Movie Theater
146,Alphen-Chaam,51.50689565,4.87135986651391,Zaal 9,51.580803,4.834616,Multiplex
147,Alphen-Chaam,51.50689565,4.87135986651391,Zaal 4,51.58027,4.8344355,Movie Theater
148,Alphen-Chaam,51.50689565,4.87135986651391,Kinepolis Breda,51.578892,4.854815,Multiplex
149,Alphen-Chaam,51.50689565,4.87135986651391,Zaal 46,51.570564,4.804762,Movie Theater
150,Alphen-Chaam,51.50689565,4.87135986651391,zaal 6,51.579985,4.834346,Movie Theater
151,Alphen-Chaam,51.50689565,4.87135986651391,zaal 10,51.580238,4.835186,Multiplex
152,Altena,51.299026299999994,7.6734841000000005,Filmpalast Iserlohn,51.375953311939476,7.696171116354086,Multiplex
153,Altena,51.299026299999994,7.6734841000000005,Filmpalast,51.219253164242836,7.64145943371935,Movie Theater
154,Altena,51.299026299999994,7.6734841000000005,Apollo Service Kino,51.29698049990135,7.67819881439209,Movie Theater
155,Altena,51.299026299999994,7.6734841000000005,Park Theater,51.22018908756831,7.620039306984652,Multiplex
156,Altena,51.299026299999994,7.6734841000000005,Tank's Filmschmiede,51.37057,7.624174,Indie Movie Theater
157,Altena,51.299026299999994,7.6734841000000005,Filmpalast,51.360501,7.574494,Indie Movie Theater
158,Altena,51.299026299999994,7.6734841000000005,Apolo Service Kino,51.29693632623211,7.677877047035958,Indie Movie Theater
159,Amersfoort,52.1637739,5.396587949351701,Vue,52.15346316736931,5.382746049235075,Multiplex
160,Amersfoort,52.1637739,5.396587949351701,Pathé Amersfoort,52.15881863552572,5.381169105397847,Multiplex
161,Amersfoort,52.1637739,5.396587949351701,Pathé Amersfoort - Zaal 1,52.15878279262311,5.380854606628418,Movie Theater
162,Amersfoort,52.1637739,5.396587949351701,Pathé Amersfoort - Zaal 2,52.15878279262311,5.380854606628418,Movie Theater
163,Amersfoort,52.1637739,5.396587949351701,De Lieve Vrouw Theater Film Café,52.1554298,5.3882399,Movie Theater
164,Amersfoort,52.1637739,5.396587949351701,Pathé Amersfoort - Zaal 8,52.15878279262311,5.380854606628418,Movie Theater
165,Amersfoort,52.1637739,5.396587949351701,Pathé Amersfoort - VIP Lounge,52.15878279262311,5.380854606628418,Movie Theater
166,Amersfoort,52.1637739,5.396587949351701,Maaskantje,52.155455,5.388819,Movie Theater
167,Amersfoort,52.1637739,5.396587949351701,Bioscoopzaal 3,52.14175153643281,5.373506457670762,Movie Theater
168,Amersfoort,52.1637739,5.396587949351701,Patatje Oorlog,52.15524869299967,5.3840871133377055,Indie Movie Theater
169,Amersfoort,52.1637739,5.396587949351701,Bioscoopzaal 8,52.153242,5.382334,Movie Theater
170,Amersfoort,52.1637739,5.396587949351701,Zaal 6,52.158657,5.3809004,Movie Theater
171,Amersfoort,52.1637739,5.396587949351701,Brammetje Baas,52.15332,5.382762,Movie Theater
172,Amersfoort,52.1637739,5.396587949351701,Zaal 4,52.15878,5.380863,Multiplex
173,Amersfoort,52.1637739,5.396587949351701,Qpark Drive-In cinema,52.155108,5.371406,Indie Movie Theater
174,Amersfoort,52.1637739,5.396587949351701,The Movies,52.16848342063494,5.288972854614258,Multiplex
175,Amersfoort,52.1637739,5.396587949351701,zaal 1,52.153160095214844,5.3829569816589355,Movie Theater
176,Amersfoort,52.1637739,5.396587949351701,Zaal 8,52.153485074394446,5.38228256704855,Movie Theater
177,Amersfoort,52.1637739,5.396587949351701,Disneymarathon,52.166316,5.408702844444444,Movie Theater
178,Amersfoort,52.1637739,5.396587949351701,Zaal 7,52.158862932752406,5.382019042529151,Multiplex
179,Amersfoort,52.1637739,5.396587949351701,Jpbioscoop amerfoort,52.1541917324051,5.386090278625332,Movie Theater
180,Amersfoort,52.1637739,5.396587949351701,Bioscoopzaal 1,52.152928,5.382697,Movie Theater
181,Amersfoort,52.1637739,5.396587949351701,Jt bioscoop zaal 2,52.13771734960088,5.383238842576653,Indie Movie Theater
182,Amstelveen,52.2862177,4.8526492597460305,Pathé Arena,52.3125786065181,4.945552811626069,Multiplex
183,Amstelveen,52.2862177,4.8526492597460305,De Balie,52.36320909000163,4.88336675628183,Café
184,Amstelveen,52.2862177,4.8526492597460305,Kriterion,52.36255547748539,4.910841953190408,Indie Movie Theater
185,Amstelveen,52.2862177,4.8526492597460305,Pathé,52.36647355147035,4.893252451796617,Multiplex
186,Amstelveen,52.2862177,4.8526492597460305,Zaal 1 | Pathé Tuschinski,52.366255491628515,4.894519035534994,Movie Theater
187,Amstelveen,52.2862177,4.8526492597460305,Pathé Tuschinski,52.36662003253076,4.894706145646054,Multiplex
188,Amstelveen,52.2862177,4.8526492597460305,Filmhallen,52.3670471776149,4.868206381926277,Movie Theater
189,Amstelveen,52.2862177,4.8526492597460305,LAB111,52.363498307720434,4.867256750010152,Movie Theater
190,Amstelveen,52.2862177,4.8526492597460305,Pathé City,52.363538463296784,4.883955055605484,Multiplex
191,Amstelveen,52.2862177,4.8526492597460305,Zaal 2,52.366611731441346,4.89470676579985,Movie Theater
192,Amstelveen,52.2862177,4.8526492597460305,Rialto,52.3529892,4.8938799,Indie Movie Theater
193,Amstelveen,52.2862177,4.8526492597460305,Cinecenter,52.364932134537064,4.88162358224546,Movie Theater
194,Amstelveen,52.2862177,4.8526492597460305,Pathé De Munt - Zaal 3,52.36648447766857,4.89333902559972,Movie Theater
195,Amstelveen,52.2862177,4.8526492597460305,Theater - RAI Amsterdam,52.34171327679681,4.88778191450882,Movie Theater
196,Amstelveen,52.2862177,4.8526492597460305,OT301,52.359775009111196,4.865879533541957,Music Venue
197,Amstelveen,52.2862177,4.8526492597460305,De Uitkijk,52.36490185200383,4.8844877932512905,Indie Movie Theater
198,Amstelveen,52.2862177,4.8526492597460305,Universal screeningroom,52.35560585161681,4.839745848216322,Movie Theater
199,Amstelveen,52.2862177,4.8526492597460305,Pathe Dolby Cinema,52.366428,4.893417,Multiplex
200,Amstelveen,52.2862177,4.8526492597460305,Pathé Arena - Zaal 4,52.312329010143756,4.945768117904663,Movie Theater
201,Amstelveen,52.2862177,4.8526492597460305,Pathé De Munt - Zaal 11,52.366476069830924,4.893159740585634,Movie Theater
202,Amstelveen,52.2862177,4.8526492597460305,Pathé De munt - Zaal 2,52.36643740730782,4.894035736309465,Movie Theater
203,Amstelveen,52.2862177,4.8526492597460305,Zaal 14,52.312615064584946,4.94549830413734,Multiplex
204,Amstelveen,52.2862177,4.8526492597460305,Pathé 4DX 3D De Munt,52.366559,4.893444,Movie Theater
205,Amstelveen,52.2862177,4.8526492597460305,Pathé Arena - Zaal 13,52.312329010143756,4.945768117904663,Movie Theater
206,Amstelveen,52.2862177,4.8526492597460305,Pathé Arena - Zaal 3,52.312329010143756,4.945768117904663,Movie Theater
207,Amstelveen,52.2862177,4.8526492597460305,Pathé De Munt - Zaal 5,52.366546,4.893489,Movie Theater
208,Amstelveen,52.2862177,4.8526492597460305,Pathé Tuschinski - Zaal 4,52.36643837765709,4.89485576748848,Movie Theater
209,Amstelveen,52.2862177,4.8526492597460305,Theater de Omval,52.342056168704296,4.964460747621111,Movie Theater
210,Amstelveen,52.2862177,4.8526492597460305,Pathé Arena - Zaal 11,52.312329010143756,4.945768117904663,Movie Theater
211,Amstelveen,52.2862177,4.8526492597460305,Pathé De Munt - Zaal 13,52.36649350030872,4.893508922843193,Movie Theater
212,Amsterdam,52.3745403,4.89797550561798,Pathé Arena,52.3125786065181,4.945552811626069,Multiplex
213,Amsterdam,52.3745403,4.89797550561798,De Balie,52.36320909000163,4.88336675628183,Café
214,Amsterdam,52.3745403,4.89797550561798,EYE,52.38413907778661,4.900856788149013,Museum
215,Amsterdam,52.3745403,4.89797550561798,Kriterion,52.36255547748539,4.910841953190408,Indie Movie Theater
216,Amsterdam,52.3745403,4.89797550561798,Pathé,52.36647355147035,4.893252451796617,Multiplex
217,Amsterdam,52.3745403,4.89797550561798,Zaal 1 | Pathé Tuschinski,52.366255491628515,4.894519035534994,Movie Theater
218,Amsterdam,52.3745403,4.89797550561798,Pathé Tuschinski,52.36662003253076,4.894706145646054,Multiplex
219,Amsterdam,52.3745403,4.89797550561798,Filmhallen,52.3670471776149,4.868206381926277,Movie Theater
220,Amsterdam,52.3745403,4.89797550561798,LAB111,52.363498307720434,4.867256750010152,Movie Theater
221,Amsterdam,52.3745403,4.89797550561798,Bioscoop het Ketelhuis,52.38634009502191,4.873498724566273,Indie Movie Theater
222,Amsterdam,52.3745403,4.89797550561798,FC Hyena,52.38341268757756,4.928981117222253,Indie Movie Theater
223,Amsterdam,52.3745403,4.89797550561798,Pathé City,52.363538463296784,4.883955055605484,Multiplex
224,Amsterdam,52.3745403,4.89797550561798,Studio/K,52.364956864830525,4.9361016863983185,Indie Movie Theater
225,Amsterdam,52.3745403,4.89797550561798,The Movies,52.38403898789455,4.884650608509954,Indie Movie Theater
226,Amsterdam,52.3745403,4.89797550561798,Zaal 2,52.366611731441346,4.89470676579985,Movie Theater
227,Amsterdam,52.3745403,4.89797550561798,Rialto,52.3529892,4.8938799,Indie Movie Theater
228,Amsterdam,52.3745403,4.89797550561798,Cinecenter,52.364932134537064,4.88162358224546,Movie Theater
229,Amsterdam,52.3745403,4.89797550561798,Pathé Zaandam,52.43867636352006,4.81722176033303,Multiplex
230,Amsterdam,52.3745403,4.89797550561798,Zaantheater,52.43841,4.82493,Theater
231,Amsterdam,52.3745403,4.89797550561798,Pathé De Munt - Zaal 3,52.36648447766857,4.89333902559972,Movie Theater
232,Amsterdam,52.3745403,4.89797550561798,Theater - RAI Amsterdam,52.34171327679681,4.88778191450882,Movie Theater
233,Amsterdam,52.3745403,4.89797550561798,OT301,52.359775009111196,4.865879533541957,Music Venue
234,Amsterdam,52.3745403,4.89797550561798,De Uitkijk,52.36490185200383,4.8844877932512905,Indie Movie Theater
235,Amsterdam,52.3745403,4.89797550561798,Universal screeningroom,52.35560585161681,4.839745848216322,Movie Theater
236,Amsterdam,52.3745403,4.89797550561798,Cinema 2,52.384587297271196,4.900238705599667,Movie Theater
237,Amsterdam,52.3745403,4.89797550561798,Cinema 1,52.38413933352566,4.900806342943617,Movie Theater
238,Amsterdam,52.3745403,4.89797550561798,Pathe Dolby Cinema,52.366428,4.893417,Multiplex
239,Amsterdam,52.3745403,4.89797550561798,Pathé Arena - Zaal 4,52.312329010143756,4.945768117904663,Movie Theater
240,Amsterdam,52.3745403,4.89797550561798,Pathé De Munt - Zaal 11,52.366476069830924,4.893159740585634,Movie Theater
241,Amsterdam,52.3745403,4.89797550561798,Pathé De munt - Zaal 2,52.36643740730782,4.894035736309465,Movie Theater
242,Amsterdam,52.3745403,4.89797550561798,Zaal 14,52.312615064584946,4.94549830413734,Multiplex
243,Amsterdam,52.3745403,4.89797550561798,Zaal 1,52.43829284163001,4.8181145261478155,Movie Theater
244,Amsterdam,52.3745403,4.89797550561798,Zaal 6,52.438442,4.817512,Multiplex
245,Amsterdam,52.3745403,4.89797550561798,Pathé 4DX 3D De Munt,52.366559,4.893444,Movie Theater
246,Amsterdam,52.3745403,4.89797550561798,Imagine Filmfestival,52.38408638057374,4.90106381775088,Indie Movie Theater
247,Amsterdam,52.3745403,4.89797550561798,Pathé Arena - Zaal 13,52.312329010143756,4.945768117904663,Movie Theater
248,Amsterdam,52.3745403,4.89797550561798,Zaal 4,52.43789,4.8160734,Movie Theater
249,Amsterdam,52.3745403,4.89797550561798,Pathé Arena - Zaal 3,52.312329010143756,4.945768117904663,Movie Theater
250,Amsterdam,52.3745403,4.89797550561798,Pathé De Munt - Zaal 5,52.366546,4.893489,Movie Theater
251,Amsterdam,52.3745403,4.89797550561798,Pathé Tuschinski - Zaal 4,52.36643837765709,4.89485576748848,Movie Theater
